operating_point_id,split,case_id,family_id,oracle_class,oracle_lag_frames,classification,reason,reported_lag_frames,signed_primary_correlation,primary_abs_correlation,primary_plateau_width_frames,peak_ratio_value,peak_ratio_kind,false_valid,wrong_lag_valid,false_ambiguous,false_invalid,correct_outcome
OP-C-conservative,holdout,holdout-integer-chirp-v1-13,integer-chirp-v1,unique,41,valid,accepted,41,1.0,1.0,1,6.584155219893156,finite,False,False,False,False,True
OP-C-conservative,holdout,holdout-integer-chirp-v1-14,integer-chirp-v1,unique,64,valid,accepted,64,1.0,1.0,1,8.746715507958378,finite,False,False,False,False,True
OP-C-conservative,holdout,holdout-harmonic-comb-v1-15,harmonic-comb-v1,ambiguous,,ambiguous,equivalent_primary_peaks,0,1.0,1.0,1,1.0,finite,False,False,False,False,True
OP-C-conservative,holdout,holdout-harmonic-comb-v1-16,harmonic-comb-v1,ambiguous,,ambiguous,equivalent_primary_peaks,0,1.0,1.0,1,1.0,finite,False,False,False,False,True
OP-C-conservative,holdout,holdout-harmonic-comb-v1-17,harmonic-comb-v1,ambiguous,,ambiguous,equivalent_primary_peaks,0,1.0,1.0,1,1.0,finite,False,False,False,False,True
OP-C-conservative,holdout,holdout-repeated-block-v1-18,repeated-block-v1,ambiguous,,ambiguous,equivalent_primary_peaks,0,1.0,1.0,1,1.0,finite,False,False,False,False,True
OP-C-conservative,holdout,holdout-repeated-block-v1-19,repeated-block-v1,ambiguous,,ambiguous,equivalent_primary_peaks,0,1.0,1.0,1,1.0,finite,False,False,False,False,True
OP-C-conservative,holdout,holdout-repeated-block-v1-20,repeated-block-v1,ambiguous,,ambiguous,equivalent_primary_peaks,0,1.0,1.0,1,1.0,finite,False,False,False,False,True
OP-C-conservative,holdout,holdout-near-silence-v1-21,near-silence-v1,invalid,,invalid,no_lag_passed_energy_and_overlap,,,,,,unavailable,False,False,False,False,True
OP-C-conservative,holdout,holdout-near-silence-v1-22,near-silence-v1,invalid,,invalid,no_lag_passed_energy_and_overlap,,,,,,unavailable,False,False,False,False,True
OP-C-conservative,holdout,holdout-near-silence-v1-23,near-silence-v1,invalid,,invalid,no_lag_passed_energy_and_overlap,,,,,,unavailable,False,False,False,False,True
OP-C-conservative,holdout,holdout-short-sync-offset-v1-24,short-sync-offset-v1,invalid,,invalid,no_lag_passed_energy_and_overlap,,,,,,unavailable,False,False,False,False,True
OP-C-conservative,holdout,holdout-short-sync-offset-v1-25,short-sync-offset-v1,invalid,,invalid,no_lag_passed_energy_and_overlap,,,,,,unavailable,False,False,False,False,True
OP-C-conservative,holdout,holdout-tapered-plateau-v1-26,tapered-plateau-v1,ambiguous,,ambiguous,equivalent_primary_peaks,0,1.0,1.0,129,,positive_infinity_no_secondary,False,False,False,False,True
OP-C-conservative,holdout,holdout-tapered-plateau-v1-27,tapered-plateau-v1,ambiguous,,ambiguous,equivalent_primary_peaks,0,1.0,1.0,129,,positive_infinity_no_secondary,False,False,False,False,True
