case_id,split,family_id,oracle_class,oracle_lag_frames,oracle_reason,generator_id,generator_version,seed,parameters_json,parameter_digest,baseline_sha256_float32_le,candidate_sha256_float32_le,pcm_pair_sha256,strata_json
calibration-constant-plateau-v1-26,calibration,constant-plateau-v1,ambiguous,,Constant non-zero signals produce an artificial primary plateau across lags.,constant-plateau-v1,1.0.0,11026,"{""baseline_sync_length_frames"":521,""baseline_sync_origin_frames"":0,""candidate_gain"":1.0,""candidate_sync_length_frames"":521,""candidate_sync_origin_frames"":0,""lag_frames"":0,""length_frames"":521,""level_linear_fs"":0.8,""polarity"":1,""search_bounds_reported_lag_frames"":[-64,64],""snr_db"":null,""sync_copy_transform"":""none""}",108743ae7c6ce33402c338b2bf8eeb57bea72382daab9c87c0793413f9d6c800,8859f2f27a79d812007b35c9b3989055447ffdd0d9dd42d40f246372a4685192,8859f2f27a79d812007b35c9b3989055447ffdd0d9dd42d40f246372a4685192,612ff1335e8b251e8587c98c741eeeba8118562d3bab0f645609ffde435ce9be,"{""duration"":""short"",""energy"":""active"",""lag_position"":""not_applicable"",""level"":""nominal"",""noise"":""none"",""overlap"":""normal"",""polarity"":""normal"",""sync_origin"":""zero""}"
calibration-constant-plateau-v1-27,calibration,constant-plateau-v1,ambiguous,,Constant non-zero signals produce an artificial primary plateau across lags.,constant-plateau-v1,1.0.0,11027,"{""baseline_sync_length_frames"":1031,""baseline_sync_origin_frames"":0,""candidate_gain"":1.0,""candidate_sync_length_frames"":1031,""candidate_sync_origin_frames"":0,""lag_frames"":0,""length_frames"":1031,""level_linear_fs"":0.8,""polarity"":1,""search_bounds_reported_lag_frames"":[-64,64],""snr_db"":null,""sync_copy_transform"":""none""}",cd84556532e844230f6a2df41c2a960b8c91d20938353cac0e85979a2668c384,e5208ad797a2635042eb88ab7f23c3e4939ca675cf545d403a4cae543dc5c881,e5208ad797a2635042eb88ab7f23c3e4939ca675cf545d403a4cae543dc5c881,1606976d0fa28abbccc9b97f76a5777e2cb637433d070abd63aa639fc869f977,"{""duration"":""long"",""energy"":""active"",""lag_position"":""not_applicable"",""level"":""nominal"",""noise"":""none"",""overlap"":""normal"",""polarity"":""normal"",""sync_origin"":""zero""}"
holdout-rademacher-noise-v1-00,holdout,rademacher-noise-v1,unique,-64,Seeded Rademacher broadband content has one constructed integer correspondence.,rademacher-noise-v1,1.0.0,91000,"{""baseline_sync_length_frames"":641,""baseline_sync_origin_frames"":0,""candidate_gain"":1.0,""candidate_sync_length_frames"":641,""candidate_sync_origin_frames"":0,""lag_frames"":-64,""length_frames"":641,""level_linear_fs"":0.63,""polarity"":1,""search_bounds_reported_lag_frames"":[-64,64],""snr_db"":null,""sync_copy_transform"":""none""}",7818699455ee67ea211dc82835d6e5b4132cf9d9ccfd0c192cc284b749d741d4,f4ba5a78e4a5231815b6928d58c7b12a1b256349f6868298be5644d7bac457ca,af4a23cb914363702957f79a2b677d1e3367fc7042e2beb9b8e076bb6ba2dc66,9dd5b16f5106ca12a3e7c14855cc6db69002e9d275abfc7096e91f5bba1ca8f3,"{""duration"":""short"",""energy"":""active"",""lag_position"":""lower_boundary"",""level"":""nominal"",""noise"":""none"",""overlap"":""normal"",""polarity"":""normal"",""sync_origin"":""zero""}"
holdout-rademacher-noise-v1-01,holdout,rademacher-noise-v1,unique,-23,Seeded Rademacher broadband content has one constructed integer correspondence.,rademacher-noise-v1,1.0.0,91001,"{""baseline_sync_length_frames"":870,""baseline_sync_origin_frames"":17,""candidate_gain"":1.0,""candidate_sync_length_frames"":884,""candidate_sync_origin_frames"":3,""lag_frames"":-23,""length_frames"":887,""level_linear_fs"":0.09,""polarity"":1,""search_bounds_reported_lag_frames"":[-64,64],""snr_db"":null,""sync_copy_transform"":""none""}",72bdfd492e61d7c5127e09cb27095f184f31d29a8c00ccdcea23ce36885adb38,8a9879ffeeb52322a13658dd3d027e10afe4fdfe02d7c62ade62b7b6760852c2,63578564e4ae1fe990ef85edabe5f7d4eea73d6f00b6455203ff449a406fac15,3bb530460d2ca33044ceada07076e522abf1ab87a214679a12c845a5e76e42b0,"{""duration"":""medium"",""energy"":""active"",""lag_position"":""negative"",""level"":""low"",""noise"":""none"",""overlap"":""normal"",""polarity"":""normal"",""sync_origin"":""offset""}"
holdout-rademacher-noise-v1-02,holdout,rademacher-noise-v1,unique,0,Seeded Rademacher broadband content has one constructed integer correspondence.,rademacher-noise-v1,1.0.0,91002,"{""baseline_sync_length_frames"":1142,""baseline_sync_origin_frames"":11,""candidate_gain"":1.0,""candidate_sync_length_frames"":1130,""candidate_sync_origin_frames"":23,""lag_frames"":0,""length_frames"":1153,""level_linear_fs"":0.63,""polarity"":1,""search_bounds_reported_lag_frames"":[-64,64],""snr_db"":null,""sync_copy_transform"":""none""}",5b8f7fc7e0546c7f59bfadf3afc03031e34e423ab85d650aef848ba35fe435db,faee3ba8588a93a7ea12c075a0cb38d8e101b4f42a12faf5b77f2c454728f0bc,faee3ba8588a93a7ea12c075a0cb38d8e101b4f42a12faf5b77f2c454728f0bc,4570e4e8052647127be411664e3629a3d932085bb429770cc01c6c2efb6d134d,"{""duration"":""long"",""energy"":""active"",""lag_position"":""zero"",""level"":""nominal"",""noise"":""none"",""overlap"":""normal"",""polarity"":""normal"",""sync_origin"":""offset""}"
holdout-rademacher-noise-v1-03,holdout,rademacher-noise-v1,unique,41,Seeded Rademacher broadband content has one constructed integer correspondence.,rademacher-noise-v1,1.0.0,91003,"{""baseline_sync_length_frames"":641,""baseline_sync_origin_frames"":0,""candidate_gain"":1.0,""candidate_sync_length_frames"":641,""candidate_sync_origin_frames"":0,""lag_frames"":41,""length_frames"":641,""level_linear_fs"":0.09,""polarity"":1,""search_bounds_reported_lag_frames"":[-64,64],""snr_db"":null,""sync_copy_transform"":""none""}",c0ebe9f07080604f7ca171e71da90eecdfd017d71b1b12de33c28313caec9755,91f9272a3d2f05945168ff6beaac7ba5eb9966518f11e6c73542b4fb63c4bf6c,372a1eaf53fb31e3589eea75d7ec277c6db9900e1f0c2e3d2799921c9377a342,dc357a4b7ed0e2d123fb96128abf4c5ebe4d4b1062e949b535560eea791ff98d,"{""duration"":""short"",""energy"":""active"",""lag_position"":""positive"",""level"":""low"",""noise"":""none"",""overlap"":""normal"",""polarity"":""normal"",""sync_origin"":""zero""}"
holdout-rademacher-noise-v1-04,holdout,rademacher-noise-v1,unique,64,Seeded Rademacher broadband content has one constructed integer correspondence.,rademacher-noise-v1,1.0.0,91004,"{""baseline_sync_length_frames"":870,""baseline_sync_origin_frames"":17,""candidate_gain"":1.0,""candidate_sync_length_frames"":884,""candidate_sync_origin_frames"":3,""lag_frames"":64,""length_frames"":887,""level_linear_fs"":0.63,""polarity"":1,""search_bounds_reported_lag_frames"":[-64,64],""snr_db"":null,""sync_copy_transform"":""none""}",5118ca62323e2c2bfee53320a58a0022a7a55833bdb2442ae360dc73e9fe4b1a,8c1d75502b5022f81f5d0d23ed1d2fbf32539ef8b418ca9feea06ca14b81c7df,3c318f439211c0a2797daf80797c4f5f0b219066e4d368659207697226715fc3,89205bc92a41a65d897379532022698f856106937f2ab2475bb6632b44768b1a,"{""duration"":""medium"",""energy"":""active"",""lag_position"":""upper_boundary"",""level"":""nominal"",""noise"":""none"",""overlap"":""normal"",""polarity"":""normal"",""sync_origin"":""offset""}"
holdout-rademacher-noise-v1-05,holdout,rademacher-noise-v1,unique,41,Polarity inversion preserves the Rademacher correspondence and reverses peak sign.,rademacher-noise-v1,1.0.0,91005,"{""baseline_sync_length_frames"":1136,""baseline_sync_origin_frames"":17,""candidate_gain"":1.0,""candidate_sync_length_frames"":1150,""candidate_sync_origin_frames"":3,""lag_frames"":41,""length_frames"":1153,""level_linear_fs"":0.63,""polarity"":-1,""search_bounds_reported_lag_frames"":[-64,64],""snr_db"":null,""sync_copy_transform"":""none""}",190eb68f9e06b4c155033d6735021ade218bfd0da453090d94f8caafaeea95ab,c239306c431ade89c90ffc5c97ea4fb9d76ba7789599e5e4d65146c5fd45c7cb,b0baf99750ecda4a271fb7daa751f1194c20c47d1be295e20205eb83cd2febb8,b001d480ab0dc3a52110b11d222c1b7608e791871b923fd6b047e684dad7b0c6,"{""duration"":""long"",""energy"":""active"",""lag_position"":""positive"",""level"":""nominal"",""noise"":""none"",""overlap"":""normal"",""polarity"":""inverted"",""sync_origin"":""offset""}"
holdout-rademacher-noise-v1-06,holdout,rademacher-noise-v1,unique,-23,Very-low-level broadband content probes the RMS-floor tradeoff.,rademacher-noise-v1,1.0.0,91006,"{""baseline_sync_length_frames"":630,""baseline_sync_origin_frames"":11,""candidate_gain"":1.0,""candidate_sync_length_frames"":618,""candidate_sync_origin_frames"":23,""lag_frames"":-23,""length_frames"":641,""level_linear_fs"":0.0005,""polarity"":1,""search_bounds_reported_lag_frames"":[-64,64],""snr_db"":null,""sync_copy_transform"":""none""}",724d0aba6d921d48aad4bf1b84664918f8d0766e74336124cf7500297255c445,44bd1b1fb56a158a58c7c60e18aa130c3040392364fdfd87518d598b1b9184db,d9fdab80b4179123ca937a078634c51de3d6df36bd91525203cd2edafdf0f1b6,5e17dc7456581dd41c60be3e284ffd3124796e4c6f41ca16a164d8bc9556b1db,"{""duration"":""short"",""energy"":""active"",""lag_position"":""negative"",""level"":""very_low"",""noise"":""none"",""overlap"":""normal"",""polarity"":""normal"",""sync_origin"":""offset""}"
holdout-rademacher-noise-v1-07,holdout,rademacher-noise-v1,unique,41,Controlled holdout noise perturbs a unique correspondence.,rademacher-noise-v1,1.0.0,91007,"{""baseline_sync_length_frames"":887,""baseline_sync_origin_frames"":0,""candidate_gain"":1.0,""candidate_sync_length_frames"":887,""candidate_sync_origin_frames"":0,""lag_frames"":41,""length_frames"":887,""level_linear_fs"":0.09,""polarity"":1,""search_bounds_reported_lag_frames"":[-64,64],""snr_db"":31.0,""sync_copy_transform"":""none""}",9c0379678a2528f1f00e580eba8c8cf5ee368411fa3f9a99e14c0d43da42bc0a,9a0c37c6718d97da71abb3874f6273c294e3b39425b0c21eccf11ae2316d6c54,850983092f16e31c45add2cde1eccfe5c87f9f14455e90cc40470d1e5a8a2b6a,4fe0484de570d08a607321066712a2d066101f9673f5bc6eeb60bff83d78ffdf,"{""duration"":""medium"",""energy"":""active"",""lag_position"":""positive"",""level"":""low"",""noise"":""high_snr"",""overlap"":""normal"",""polarity"":""normal"",""sync_origin"":""zero""}"
holdout-rademacher-noise-v1-08,holdout,rademacher-noise-v1,unique,41,Controlled holdout noise perturbs a unique correspondence.,rademacher-noise-v1,1.0.0,91008,"{""baseline_sync_length_frames"":887,""baseline_sync_origin_frames"":0,""candidate_gain"":1.0,""candidate_sync_length_frames"":887,""candidate_sync_origin_frames"":0,""lag_frames"":41,""length_frames"":887,""level_linear_fs"":0.09,""polarity"":1,""search_bounds_reported_lag_frames"":[-64,64],""snr_db"":14.0,""sync_copy_transform"":""none""}",62f31bfee4dd5c3584e3cc8ceea9aaab19eceb5c8476f69747d9882b14419649,e3e892aced0ff6b1d9dee12f74c80423bae33432398066cd5113f36b5a5266b0,e545428dc67de85bc597bfabdad9eab6aaf199c02969f55383c88acce4ed37b1,0149f305e41678f54d5ce15fff04a601f4be32f2032b7859f57ae9dc05ca8024,"{""duration"":""medium"",""energy"":""active"",""lag_position"":""positive"",""level"":""low"",""noise"":""medium_snr"",""overlap"":""normal"",""polarity"":""normal"",""sync_origin"":""zero""}"
holdout-rademacher-noise-v1-09,holdout,rademacher-noise-v1,unique,41,Controlled holdout noise perturbs a unique correspondence.,rademacher-noise-v1,1.0.0,91009,"{""baseline_sync_length_frames"":887,""baseline_sync_origin_frames"":0,""candidate_gain"":1.0,""candidate_sync_length_frames"":887,""candidate_sync_origin_frames"":0,""lag_frames"":41,""length_frames"":887,""level_linear_fs"":0.09,""polarity"":1,""search_bounds_reported_lag_frames"":[-64,64],""snr_db"":4.5,""sync_copy_transform"":""none""}",d9f69fa63721e26d75b989079f13d1aeaf49d183a7fe4bdcca2290023b644fd8,7630bda48cc05c06174b85d533f166fc4ca65d2a96366a0fa4974904e368858f,f6164c10962b5e60a810e4170e838573792235511c870cde9ae3da82ce300ca7,2400ef3795eadc2e90e54ebc1045ec9794735877026a1a9bcc98fe9cf7014354,"{""duration"":""medium"",""energy"":""active"",""lag_position"":""positive"",""level"":""low"",""noise"":""low_snr"",""overlap"":""normal"",""polarity"":""normal"",""sync_origin"":""zero""}"
holdout-rademacher-noise-v1-10,holdout,rademacher-noise-v1,unique,41,A 48-frame holdout sync region probes minimum-overlap generalization.,rademacher-noise-v1,1.0.0,91010,"{""baseline_sync_length_frames"":48,""baseline_sync_origin_frames"":0,""candidate_gain"":1.0,""candidate_sync_length_frames"":48,""candidate_sync_origin_frames"":0,""lag_frames"":41,""length_frames"":641,""level_linear_fs"":0.63,""polarity"":1,""search_bounds_reported_lag_frames"":[-64,64],""snr_db"":null,""sync_copy_transform"":""none""}",2ba752b554133beff3f3878a0ad44867eb130d335571fec31d98c5bcd9ee8051,ef85a2d63e1c0e9487dbe997abe470c37f986eed8e80b77a5346e6fc94b5c054,a11cc3ac89fdbbde28eb0197381ccf3107439c99990babe8508debfadc78cc45,0799c4963fd1cf08473b92537932f951281696ad19887f73dcbf70e38a78f6db,"{""duration"":""short"",""energy"":""active"",""lag_position"":""positive"",""level"":""nominal"",""noise"":""none"",""overlap"":""normal"",""polarity"":""normal"",""sync_origin"":""zero""}"
holdout-integer-chirp-v1-11,holdout,integer-chirp-v1,unique,-64,A non-repeating deterministic chirp has one constructed correspondence.,integer-chirp-v1,1.0.0,91011,"{""baseline_sync_length_frames"":641,""baseline_sync_origin_frames"":0,""candidate_gain"":1.0,""candidate_sync_length_frames"":641,""candidate_sync_origin_frames"":0,""end_cycles_per_frame"":0.083,""lag_frames"":-64,""length_frames"":641,""level_linear_fs"":0.63,""polarity"":1,""search_bounds_reported_lag_frames"":[-64,64],""snr_db"":null,""start_cycles_per_frame"":0.0031,""sync_copy_transform"":""none""}",9f7304ec099f33d948e492d0dff2eef14c5a43a1ea88152fb1b55753b9a5562a,60bc368826c1117ad339c92fce63bd727e1c00aaa14a80cf3f90466d2026cc97,13a570fa3a3c888149ed6856e8168bb195e657d80bee0a69b3dbc221cf65364a,5916ee44836de77f9a532e3ab2a4ab4392243ba221c07a47719cf5fe043a8e55,"{""duration"":""short"",""energy"":""active"",""lag_position"":""lower_boundary"",""level"":""nominal"",""noise"":""none"",""overlap"":""normal"",""polarity"":""normal"",""sync_origin"":""zero""}"
holdout-integer-chirp-v1-12,holdout,integer-chirp-v1,unique,-23,A non-repeating deterministic chirp has one constructed correspondence.,integer-chirp-v1,1.0.0,91012,"{""baseline_sync_length_frames"":870,""baseline_sync_origin_frames"":17,""candidate_gain"":1.0,""candidate_sync_length_frames"":884,""candidate_sync_origin_frames"":3,""end_cycles_per_frame"":0.137,""lag_frames"":-23,""length_frames"":887,""level_linear_fs"":0.09,""polarity"":-1,""search_bounds_reported_lag_frames"":[-64,64],""snr_db"":null,""start_cycles_per_frame"":0.0073,""sync_copy_transform"":""none""}",66a0985f8b15f099ea539c3dcf83ddb4310486ef2336ed5f489782e36e6d8a7d,54b50517222cabf5015eb090597bccd995565f005bb00617d67f86c6d412c04d,c8f9d5f8539b72dd478485699485d5cbdef6c4e799b48502123f1a87472e7d3e,70e2f20ff84c039fa500edeaaddc5576216f987dbb4843f11e7be42c5a7b3528,"{""duration"":""medium"",""energy"":""active"",""lag_position"":""negative"",""level"":""low"",""noise"":""none"",""overlap"":""normal"",""polarity"":""inverted"",""sync_origin"":""offset""}"
holdout-integer-chirp-v1-13,holdout,integer-chirp-v1,unique,41,A non-repeating deterministic chirp has one constructed correspondence.,integer-chirp-v1,1.0.0,91013,"{""baseline_sync_length_frames"":1142,""baseline_sync_origin_frames"":11,""candidate_gain"":1.0,""candidate_sync_length_frames"":1130,""candidate_sync_origin_frames"":23,""end_cycles_per_frame"":0.191,""lag_frames"":41,""length_frames"":1153,""level_linear_fs"":0.63,""polarity"":1,""search_bounds_reported_lag_frames"":[-64,64],""snr_db"":null,""start_cycles_per_frame"":0.011,""sync_copy_transform"":""none""}",ef4fca8ea86b6462df9d7da26589c5d0dc3d28a1415704cc3d8a8d2f5da4345e,48446f9a4e75dd586d5dadcea0086b553509101a61411444c71ffc196ee6b3fd,d8fb6fadb999cd1c471da2a7bc16b16bcaaf2244806fbc05eaa7df6efc817782,95820acd34f36deaf8d127a7147d3013570bff54c20a72be3926fe06c231a5c9,"{""duration"":""long"",""energy"":""active"",""lag_position"":""positive"",""level"":""nominal"",""noise"":""none"",""overlap"":""normal"",""polarity"":""normal"",""sync_origin"":""offset""}"
holdout-integer-chirp-v1-14,holdout,integer-chirp-v1,unique,64,A non-repeating deterministic chirp has one constructed correspondence.,integer-chirp-v1,1.0.0,91014,"{""baseline_sync_length_frames"":641,""baseline_sync_origin_frames"":0,""candidate_gain"":1.0,""candidate_sync_length_frames"":641,""candidate_sync_origin_frames"":0,""end_cycles_per_frame"":0.223,""lag_frames"":64,""length_frames"":641,""level_linear_fs"":0.09,""polarity"":1,""search_bounds_reported_lag_frames"":[-64,64],""snr_db"":null,""start_cycles_per_frame"":0.017,""sync_copy_transform"":""none""}",d7487932cf964ccfb058c256ab71016946e5fa08a1cacbafd163f245397eb75f,47f4ba90a3deb310aa5a1e636098d3453f81eb983923dbd6eb7d0a520d153825,ccbb150673125bd13117384e9cf8231b21bfc0014b2bf80454ad75214b93b379,4d5b160b67a6082bfb401d15f49be5ef1562d643e81355251fcf83710b360bfb,"{""duration"":""short"",""energy"":""active"",""lag_position"":""upper_boundary"",""level"":""low"",""noise"":""none"",""overlap"":""normal"",""polarity"":""normal"",""sync_origin"":""zero""}"
holdout-harmonic-comb-v1-15,holdout,harmonic-comb-v1,ambiguous,,A harmonic periodic construction has multiple equivalent maxima.,harmonic-comb-v1,1.0.0,91015,"{""baseline_sync_length_frames"":887,""baseline_sync_origin_frames"":0,""candidate_gain"":1.0,""candidate_sync_length_frames"":887,""candidate_sync_origin_frames"":0,""lag_frames"":0,""length_frames"":887,""level_linear_fs"":0.8,""period_frames"":19,""polarity"":1,""search_bounds_reported_lag_frames"":[-64,64],""snr_db"":null,""sync_copy_transform"":""none""}",a650e98c61990c7d73a6b15934a66bcb8b48c4305e10f3368b338ff077265332,0bc4f6ac119e880e2ebbad6626a30cc1fac9e84961867bb22f257e6363e9a4c4,0bc4f6ac119e880e2ebbad6626a30cc1fac9e84961867bb22f257e6363e9a4c4,572ca43a8df60ba0641ba3c7b94ecffd130ccb74cfd1f413a80fb0b041369cad,"{""duration"":""medium"",""energy"":""active"",""lag_position"":""not_applicable"",""level"":""nominal"",""noise"":""none"",""overlap"":""normal"",""polarity"":""normal"",""sync_origin"":""zero""}"
holdout-harmonic-comb-v1-16,holdout,harmonic-comb-v1,ambiguous,,A harmonic periodic construction has multiple equivalent maxima.,harmonic-comb-v1,1.0.0,91016,"{""baseline_sync_length_frames"":887,""baseline_sync_origin_frames"":0,""candidate_gain"":1.0,""candidate_sync_length_frames"":887,""candidate_sync_origin_frames"":0,""lag_frames"":0,""length_frames"":887,""level_linear_fs"":0.8,""period_frames"":27,""polarity"":1,""search_bounds_reported_lag_frames"":[-64,64],""snr_db"":null,""sync_copy_transform"":""none""}",1c55461bbaea1fa163668751b38c26c983777ee5645bf4d0c4a83fb2a2498e35,2780ec7ae2415f09e8c5a07727e5d23538af72da6933bc70f5972706d847366f,2780ec7ae2415f09e8c5a07727e5d23538af72da6933bc70f5972706d847366f,1c65fb9b30975f433bb2154195d3c18c3ec8f471aca66e46fd8502d0d6641ec8,"{""duration"":""medium"",""energy"":""active"",""lag_position"":""not_applicable"",""level"":""nominal"",""noise"":""none"",""overlap"":""normal"",""polarity"":""normal"",""sync_origin"":""zero""}"
holdout-harmonic-comb-v1-17,holdout,harmonic-comb-v1,ambiguous,,A harmonic periodic construction has multiple equivalent maxima.,harmonic-comb-v1,1.0.0,91017,"{""baseline_sync_length_frames"":887,""baseline_sync_origin_frames"":0,""candidate_gain"":1.0,""candidate_sync_length_frames"":887,""candidate_sync_origin_frames"":0,""lag_frames"":0,""length_frames"":887,""level_linear_fs"":0.8,""period_frames"":31,""polarity"":1,""search_bounds_reported_lag_frames"":[-64,64],""snr_db"":null,""sync_copy_transform"":""none""}",5de42ecba56eeb7d34d84a1e486a9eb91ae495bf2aefb48a0c9cafb230e10399,eeb8b6f038440bab0034e6a1f7b27b98ccca7743e15819c1e4a79219346825af,eeb8b6f038440bab0034e6a1f7b27b98ccca7743e15819c1e4a79219346825af,fd95c38e33068b3bd644f024f631bcffc89ebb397fbe9040b725c65f7e2765a4,"{""duration"":""medium"",""energy"":""active"",""lag_position"":""not_applicable"",""level"":""nominal"",""noise"":""none"",""overlap"":""normal"",""polarity"":""normal"",""sync_origin"":""zero""}"
holdout-repeated-block-v1-18,holdout,repeated-block-v1,ambiguous,,Repeated deterministic blocks create equivalent peaks beyond every candidate exclusion radius.,repeated-block-v1,1.0.0,91018,"{""baseline_sync_length_frames"":1153,""baseline_sync_origin_frames"":0,""block_length_frames"":21,""candidate_gain"":1.0,""candidate_sync_length_frames"":1153,""candidate_sync_origin_frames"":0,""lag_frames"":0,""length_frames"":1153,""level_linear_fs"":0.8,""polarity"":1,""search_bounds_reported_lag_frames"":[-64,64],""snr_db"":null,""sync_copy_transform"":""none""}",d5ea944c9dfbf75d50c9d96d0d221ec316cb1f5da66d6b0d31f9ca8826ec8cbd,6dcc8e3985dd3f9b0147151d1de2827eaea72c002749a15cf2632236ae9cbe4b,6dcc8e3985dd3f9b0147151d1de2827eaea72c002749a15cf2632236ae9cbe4b,63940728538c5c117046fc765e9ab1f35d3acd49ba0b9b32bec86ed65df64e7e,"{""duration"":""long"",""energy"":""active"",""lag_position"":""not_applicable"",""level"":""nominal"",""noise"":""none"",""overlap"":""normal"",""polarity"":""normal"",""sync_origin"":""zero""}"
holdout-repeated-block-v1-19,holdout,repeated-block-v1,ambiguous,,Repeated deterministic blocks create equivalent peaks beyond every candidate exclusion radius.,repeated-block-v1,1.0.0,91019,"{""baseline_sync_length_frames"":1153,""baseline_sync_origin_frames"":0,""block_length_frames"":29,""candidate_gain"":1.0,""candidate_sync_length_frames"":1153,""candidate_sync_origin_frames"":0,""lag_frames"":0,""length_frames"":1153,""level_linear_fs"":0.8,""polarity"":1,""search_bounds_reported_lag_frames"":[-64,64],""snr_db"":null,""sync_copy_transform"":""none""}",ffd0b35ba06824ba1713d15b028ff56d7f0a7a9667401afe7908eddd1c94b294,429f9dd12b17793d94ebbb0886198e6623badd49321f3e5eb7ac51d3a6b464ea,429f9dd12b17793d94ebbb0886198e6623badd49321f3e5eb7ac51d3a6b464ea,6710422135457f2eb06998e2aafacf0275184f768bd8ad150433cf52c7a93ba2,"{""duration"":""long"",""energy"":""active"",""lag_position"":""not_applicable"",""level"":""nominal"",""noise"":""none"",""overlap"":""normal"",""polarity"":""normal"",""sync_origin"":""zero""}"
holdout-repeated-block-v1-20,holdout,repeated-block-v1,ambiguous,,Repeated deterministic blocks create equivalent peaks beyond every candidate exclusion radius.,repeated-block-v1,1.0.0,91020,"{""baseline_sync_length_frames"":1153,""baseline_sync_origin_frames"":0,""block_length_frames"":37,""candidate_gain"":1.0,""candidate_sync_length_frames"":1153,""candidate_sync_origin_frames"":0,""lag_frames"":0,""length_frames"":1153,""level_linear_fs"":0.8,""polarity"":1,""search_bounds_reported_lag_frames"":[-64,64],""snr_db"":null,""sync_copy_transform"":""none""}",d86a78f3c2a3af4e75d98ce19e244dcc7b273d938aa0cb983ab41d541428f1b3,19e5a0e5926872b8613213a8a7a6de87658fdccc9a93319e2836f43f3726f45c,19e5a0e5926872b8613213a8a7a6de87658fdccc9a93319e2836f43f3726f45c,22efa9226cdf468edd28593191dd31fdd00e04eefd5a460f5f72e2d75a55f449,"{""duration"":""long"",""energy"":""active"",""lag_position"":""not_applicable"",""level"":""nominal"",""noise"":""none"",""overlap"":""normal"",""polarity"":""normal"",""sync_origin"":""zero""}"
holdout-near-silence-v1-21,holdout,near-silence-v1,invalid,,Near-silence is below the smallest frozen candidate RMS floor.,near-silence-v1,1.0.0,91021,"{""amplitude_linear_fs"":1e-09,""baseline_sync_length_frames"":641,""baseline_sync_origin_frames"":0,""candidate_gain"":1.0,""candidate_sync_length_frames"":641,""candidate_sync_origin_frames"":0,""lag_frames"":0,""length_frames"":641,""level_linear_fs"":1.0,""polarity"":1,""search_bounds_reported_lag_frames"":[-64,64],""snr_db"":null,""sync_copy_transform"":""none""}",b5c030b2322023040e477d552ebf10bcbae7d835368fb3cccf50c3af8c9be885,149b1709e567de5095a2fd62d9896bd5542512d455029cef41df3387f1e6a7de,149b1709e567de5095a2fd62d9896bd5542512d455029cef41df3387f1e6a7de,2a1ce58a775eb55720d575acdf3cbc7414992273a468373c34e0dc86dbd68a25,"{""duration"":""short"",""energy"":""near_silence"",""lag_position"":""not_applicable"",""level"":""near_silence"",""noise"":""none"",""overlap"":""normal"",""polarity"":""normal"",""sync_origin"":""zero""}"
holdout-near-silence-v1-22,holdout,near-silence-v1,invalid,,Near-silence is below the smallest frozen candidate RMS floor.,near-silence-v1,1.0.0,91022,"{""amplitude_linear_fs"":5e-08,""baseline_sync_length_frames"":641,""baseline_sync_origin_frames"":0,""candidate_gain"":1.0,""candidate_sync_length_frames"":641,""candidate_sync_origin_frames"":0,""lag_frames"":0,""length_frames"":641,""level_linear_fs"":1.0,""polarity"":1,""search_bounds_reported_lag_frames"":[-64,64],""snr_db"":null,""sync_copy_transform"":""none""}",9655e6ba4760eb0658f6d34a1262d41cb5afa9de0457bef56b0845c0e585074e,a50c37b500bf2225a506d3bcdbb39603f92f8b020f3f96589aec4c46ca480d6c,a50c37b500bf2225a506d3bcdbb39603f92f8b020f3f96589aec4c46ca480d6c,3717b2a5f6bee2650278004b13b5add3421305eb7919101a7348eeac58228650,"{""duration"":""short"",""energy"":""near_silence"",""lag_position"":""not_applicable"",""level"":""near_silence"",""noise"":""none"",""overlap"":""normal"",""polarity"":""normal"",""sync_origin"":""zero""}"
holdout-near-silence-v1-23,holdout,near-silence-v1,invalid,,Near-silence is below the smallest frozen candidate RMS floor.,near-silence-v1,1.0.0,91023,"{""amplitude_linear_fs"":9e-08,""baseline_sync_length_frames"":641,""baseline_sync_origin_frames"":0,""candidate_gain"":1.0,""candidate_sync_length_frames"":641,""candidate_sync_origin_frames"":0,""lag_frames"":0,""length_frames"":641,""level_linear_fs"":1.0,""polarity"":1,""search_bounds_reported_lag_frames"":[-64,64],""snr_db"":null,""sync_copy_transform"":""none""}",fb9b45e8d3268d91cd45a4f5e45aec8578732be505a537f2c076c2728c92890e,0249cc515915e6ac088301478b9952fd655706a225c06e36ebb3c0cb8203ea52,0249cc515915e6ac088301478b9952fd655706a225c06e36ebb3c0cb8203ea52,318c614f4ae06c272b0123a0026eaef9504bd8174d8f0e12ddf9882fa34af2f5,"{""duration"":""short"",""energy"":""near_silence"",""lag_position"":""not_applicable"",""level"":""near_silence"",""noise"":""none"",""overlap"":""normal"",""polarity"":""normal"",""sync_origin"":""zero""}"
